"metropolitan_area","rate","rank","year"
"Fresno, CA Metropolitan Statistical Area",10.2,379,"2015"
"Yuba City, CA Metropolitan Statistical Area",10.2,379,"2015"
"Hanford-Corcoran, CA Metropolitan Statistical Area",10.5,382,"2015"
"Madera, CA Metropolitan Statistical Area",10.5,382,"2015"
"Ocean City, NJ Metropolitan Statistical Area",11.1,384,"2015"
"Merced, CA Metropolitan Statistical Area",11.4,385,"2015"
"Visalia-Porterville, CA Metropolitan Statistical Area",11.5,386,"2015"
"Yuma, AZ Metropolitan Statistical Area",21.7,387,"2015"
"El Centro, CA Metropolitan Statistical Area",24.1,388,"2015"
"Footnotes",NA,NA,"2015"
"(1) Area boundaries do not reflect official OMB definitions.",NA,NA,"2015"
"Note: Rates shown are a percentage of the labor force. Data refer to place of residence. Areas in the six New England states are Metropolitan New England City and Town Areas (NECTAs), while areas in other states are county-based. ",NA,NA,"2015"
"Ames, IA Metropolitan Statistical Area",2.3,1,"2016"
"Fargo, ND-MN Metropolitan Statistical Area",2.5,2,"2016"
"Sioux Falls, SD Metropolitan Statistical Area",2.5,2,"2016"
"Burlington-South Burlington, VT Metropolitan NECTA",2.6,4,"2016"
"Dover-Durham, NH-ME Metropolitan NECTA",2.6,4,"2016"
"Iowa City, IA Metropolitan Statistical Area",2.6,4,"2016"
"Portsmouth, NH-ME Metropolitan NECTA",2.6,4,"2016"
"Boulder, CO Metropolitan Statistical Area",2.7,8,"2016"
"Bismarck, ND Metropolitan Statistical Area",2.8,9,"2016"
"Fort Collins, CO Metropolitan Statistical Area",2.8,9,"2016"
"Lincoln, NE Metropolitan Statistical Area",2.8,9,"2016"
"Manchester, NH Metropolitan NECTA",2.8,9,"2016"
"Urban Honolulu, HI Metropolitan Statistical Area",2.8,9,"2016"
"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",2.9,14,"2016"
"Grand Forks, ND-MN Metropolitan Statistical Area",3,15,"2016"
"Logan, UT-ID Metropolitan Statistical Area",3,15,"2016"
"Madison, WI Metropolitan Statistical Area",3,15,"2016"
"Portland-South Portland, ME Metropolitan NECTA",3,15,"2016"
"Amarillo, TX Metropolitan Statistical Area",3.1,19,"2016"
"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",3.1,19,"2016"
"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",3.1,19,"2016"
"Mankato-North Mankato, MN Metropolitan Statistical Area",3.1,19,"2016"
"Provo-Orem, UT Metropolitan Statistical Area",3.1,19,"2016"
"Idaho Falls, ID Metropolitan Statistical Area",3.2,24,"2016"
"Rapid City, SD Metropolitan Statistical Area",3.2,24,"2016"
"Rochester, MN Metropolitan Statistical Area",3.2,24,"2016"
"Salt Lake City, UT Metropolitan Statistical Area",3.2,24,"2016"
"Austin-Round Rock, TX Metropolitan Statistical Area",3.3,28,"2016"
"Columbia, MO Metropolitan Statistical Area",3.3,28,"2016"
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",3.3,28,"2016"
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",3.3,28,"2016"
"Columbus, IN Metropolitan Statistical Area",3.4,32,"2016"
"Greeley, CO Metropolitan Statistical Area",3.4,32,"2016"
"Jonesboro, AR Metropolitan Statistical Area",3.4,32,"2016"
"Lubbock, TX Metropolitan Statistical Area",3.4,32,"2016"
"Manhattan, KS Metropolitan Statistical Area",3.4,32,"2016"
"Ogden-Clearfield, UT Metropolitan Statistical Area",3.4,32,"2016"
"Sheboygan, WI Metropolitan Statistical Area",3.4,32,"2016"
"Sioux City, IA-NE-SD Metropolitan Statistical Area",3.4,32,"2016"
"Appleton, WI Metropolitan Statistical Area",3.5,40,"2016"
"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",3.5,40,"2016"
"Elkhart-Goshen, IN Metropolitan Statistical Area",3.5,40,"2016"
"Fond du Lac, WI Metropolitan Statistical Area",3.5,40,"2016"
"Lawrence, KS Metropolitan Statistical Area",3.5,40,"2016"
"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",3.5,40,"2016"
"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",3.5,40,"2016"
"Wausau, WI Metropolitan Statistical Area",3.5,40,"2016"
"Billings, MT Metropolitan Statistical Area",3.6,48,"2016"
"Charlottesville, VA Metropolitan Statistical Area",3.6,48,"2016"
"College Station-Bryan, TX Metropolitan Statistical Area",3.6,48,"2016"
"Dubuque, IA Metropolitan Statistical Area",3.6,48,"2016"
"Grand Island, NE Metropolitan Statistical Area",3.6,48,"2016"
"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",3.6,48,"2016"
"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",3.6,48,"2016"
"Lewiston-Auburn, ME Metropolitan NECTA",3.6,48,"2016"
"Oshkosh-Neenah, WI Metropolitan Statistical Area",3.6,48,"2016"
"Pocatello, ID Metropolitan Statistical Area",3.6,48,"2016"
"Ann Arbor, MI Metropolitan Statistical Area",3.7,58,"2016"
"Boise City, ID Metropolitan Statistical Area",3.7,58,"2016"
"Cedar Rapids, IA Metropolitan Statistical Area",3.7,58,"2016"
"Colorado Springs, CO Metropolitan Statistical Area",3.7,58,"2016"
"Eau Claire, WI Metropolitan Statistical Area",3.7,58,"2016"
"Green Bay, WI Metropolitan Statistical Area",3.7,58,"2016"
"Missoula, MT Metropolitan Statistical Area",3.7,58,"2016"
"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",3.7,58,"2016"
"St. George, UT Metropolitan Statistical Area",3.7,58,"2016"
"Bangor, ME Metropolitan NECTA",3.8,67,"2016"
"Jefferson City, MO Metropolitan Statistical Area",3.8,67,"2016"
"Lewiston, ID-WA Metropolitan Statistical Area",3.8,67,"2016"
"Lexington-Fayette, KY Metropolitan Statistical Area",3.8,67,"2016"
"San Antonio-New Braunfels, TX Metropolitan Statistical Area",3.8,67,"2016"
"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",3.8,67,"2016"
"Sherman-Denison, TX Metropolitan Statistical Area",3.8,67,"2016"
"Staunton-Waynesboro, VA Metropolitan Statistical Area",3.8,67,"2016"
"Winchester, VA-WV Metropolitan Statistical Area",3.8,67,"2016"
"Abilene, TX Metropolitan Statistical Area",3.9,76,"2016"
"Corvallis, OR Metropolitan Statistical Area",3.9,76,"2016"
"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",3.9,76,"2016"
"St. Cloud, MN Metropolitan Statistical Area",3.9,76,"2016"
"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",3.9,76,"2016"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",3.9,76,"2016"
"Gettysburg, PA Metropolitan Statistical Area",4,82,"2016"
"Great Falls, MT Metropolitan Statistical Area",4,82,"2016"
"Harrisonburg, VA Metropolitan Statistical Area",4,82,"2016"
"Roanoke, VA Metropolitan Statistical Area",4,82,"2016"
"St. Joseph, MO-KS Metropolitan Statistical Area",4,82,"2016"
"Santa Rosa, CA Metropolitan Statistical Area",4,82,"2016"
"Springfield, MO Metropolitan Statistical Area",4,82,"2016"
"Topeka, KS Metropolitan Statistical Area",4,82,"2016"
"Waco, TX Metropolitan Statistical Area",4,82,"2016"
"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",4.1,91,"2016"
"Asheville, NC Metropolitan Statistical Area",4.1,91,"2016"
"Cheyenne, WY Metropolitan Statistical Area",4.1,91,"2016"
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",4.1,91,"2016"
"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",4.1,91,"2016"
"Lafayette-West Lafayette, IN Metropolitan Statistical Area",4.1,91,"2016"
"Lancaster, PA Metropolitan Statistical Area",4.1,91,"2016"
"California-Lexington Park, MD Metropolitan Statistical Area",4.2,98,"2016"
"Columbus, OH Metropolitan Statistical Area",4.2,98,"2016"
"Danbury, CT Metropolitan NECTA",4.2,98,"2016"
"Evansville, IN-KY Metropolitan Statistical Area",4.2,98,"2016"
"Fort Wayne, IN Metropolitan Statistical Area",4.2,98,"2016"
"Ithaca, NY Metropolitan Statistical Area",4.2,98,"2016"
"Joplin, MO Metropolitan Statistical Area",4.2,98,"2016"
"Lansing-East Lansing, MI Metropolitan Statistical Area",4.2,98,"2016"
"Oklahoma City, OK Metropolitan Statistical Area",4.2,98,"2016"
"Richmond, VA Metropolitan Statistical Area",4.2,98,"2016"
"State College, PA Metropolitan Statistical Area",4.2,98,"2016"
"Worcester, MA-CT Metropolitan NECTA",4.2,98,"2016"
"Bowling Green, KY Metropolitan Statistical Area",4.3,110,"2016"
"Charleston-North Charleston, SC Metropolitan Statistical Area",4.3,110,"2016"
"Gainesville, FL Metropolitan Statistical Area",4.3,110,"2016"
"Hot Springs, AR Metropolitan Statistical Area",4.3,110,"2016"
"Kansas City, MO-KS Metropolitan Statistical Area",4.3,110,"2016"
"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",4.3,110,"2016"
"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",4.3,110,"2016"
"Monroe, MI Metropolitan Statistical Area",4.3,110,"2016"
"Napa, CA Metropolitan Statistical Area",4.3,110,"2016"
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metropolitan Statistical Area",4.3,110,"2016"
"Wichita Falls, TX Metropolitan Statistical Area",4.3,110,"2016"
"Cincinnati, OH-KY-IN Metropolitan Statistical Area",4.4,121,"2016"
"Enid, OK Metropolitan Statistical Area",4.4,121,"2016"
"Harrisburg-Carlisle, PA Metropolitan Statistical Area",4.4,121,"2016"
"Janesville-Beloit, WI Metropolitan Statistical Area",4.4,121,"2016"
"Kalamazoo-Portage, MI Metropolitan Statistical Area",4.4,121,"2016"
"Kingston, NY Metropolitan Statistical Area",4.4,121,"2016"
"Knoxville, TN Metropolitan Statistical Area",4.4,121,"2016"
"Midland, TX Metropolitan Statistical Area",4.4,121,"2016"
"Raleigh, NC Metropolitan Statistical Area",4.4,121,"2016"
"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",4.4,121,"2016"
"Trenton, NJ Metropolitan Statistical Area",4.4,121,"2016"
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",4.4,121,"2016"
"Durham-Chapel Hill, NC Metropolitan Statistical Area",4.5,133,"2016"
"Gainesville, GA Metropolitan Statistical Area",4.5,133,"2016"
"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",4.5,133,"2016"
"Killeen-Temple, TX Metropolitan Statistical Area",4.5,133,"2016"
"Lebanon, PA Metropolitan Statistical Area",4.5,133,"2016"
"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",4.5,133,"2016"
"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",4.5,133,"2016"
"San Angelo, TX Metropolitan Statistical Area",4.5,133,"2016"
"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",4.5,133,"2016"
"Texarkana, TX-AR Metropolitan Statistical Area",4.5,133,"2016"
"Tyler, TX Metropolitan Statistical Area",4.5,133,"2016"
"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",4.6,144,"2016"
"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",4.6,144,"2016"
"Cleveland, TN Metropolitan Statistical Area",4.6,144,"2016"
"Coeur d'Alene, ID Metropolitan Statistical Area",4.6,144,"2016"
"Columbia, SC Metropolitan Statistical Area",4.6,144,"2016"
"Fort Smith, AR-OK Metropolitan Statistical Area",4.6,144,"2016"
"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",4.6,144,"2016"
"Jacksonville, FL Metropolitan Statistical Area",4.6,144,"2016"
"Lawton, OK Metropolitan Statistical Area",4.6,144,"2016"
"Leominster-Gardner, MA Metropolitan NECTA",4.6,144,"2016"
"Lynchburg, VA Metropolitan Statistical Area",4.6,144,"2016"
"Morgantown, WV Metropolitan Statistical Area",4.6,144,"2016"
"Owensboro, KY Metropolitan Statistical Area",4.6,144,"2016"
"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",4.6,144,"2016"
"Pittsfield, MA Metropolitan NECTA",4.6,144,"2016"
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",4.6,144,"2016"
"St. Louis, MO-IL Metropolitan Statistical Area(1)",4.6,144,"2016"
"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",4.6,144,"2016"
"Wichita, KS Metropolitan Statistical Area",4.6,144,"2016"
"York-Hanover, PA Metropolitan Statistical Area",4.6,144,"2016"
"Barnstable Town, MA Metropolitan NECTA",4.7,164,"2016"
"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",4.7,164,"2016"
"Burlington, NC Metropolitan Statistical Area",4.7,164,"2016"
"Cape Girardeau, MO-IL Metropolitan Statistical Area",4.7,164,"2016"
"Dayton, OH Metropolitan Statistical Area",4.7,164,"2016"
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",4.7,164,"2016"
"Hilton Head Island-Bluffton-Beaufort, SC Metropolitan Statistical Area",4.7,164,"2016"
"Kokomo, IN Metropolitan Statistical Area",4.7,164,"2016"
"Lake Charles, LA Metropolitan Statistical Area",4.7,164,"2016"
"Midland, MI Metropolitan Statistical Area",4.7,164,"2016"
"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",4.7,164,"2016"
"Panama City, FL Metropolitan Statistical Area",4.7,164,"2016"
"Rochester, NY Metropolitan Statistical Area",4.7,164,"2016"
"San Diego-Carlsbad, CA Metropolitan Statistical Area",4.7,164,"2016"
"Tallahassee, FL Metropolitan Statistical Area",4.7,164,"2016"
"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",4.7,164,"2016"
"Battle Creek, MI Metropolitan Statistical Area",4.8,180,"2016"
"Bend-Redmond, OR Metropolitan Statistical Area",4.8,180,"2016"
"Bloomington, IN Metropolitan Statistical Area",4.8,180,"2016"
"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",4.8,180,"2016"
"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",4.8,180,"2016"
"Jackson, MI Metropolitan Statistical Area",4.8,180,"2016"
"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",4.8,180,"2016"
"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",4.8,180,"2016"
"Pueblo, CO Metropolitan Statistical Area",4.8,180,"2016"
"Spartanburg, SC Metropolitan Statistical Area",4.8,180,"2016"
"Springfield, IL Metropolitan Statistical Area",4.8,180,"2016"
"Springfield, MA-CT Metropolitan NECTA",4.8,180,"2016"
"Wilmington, NC Metropolitan Statistical Area",4.8,180,"2016"
"Winston-Salem, NC Metropolitan Statistical Area",4.8,180,"2016"
"Chattanooga, TN-GA Metropolitan Statistical Area",4.9,194,"2016"
"Dover, DE Metropolitan Statistical Area",4.9,194,"2016"
"El Paso, TX Metropolitan Statistical Area",4.9,194,"2016"
"Jackson, MS Metropolitan Statistical Area",4.9,194,"2016"
"Jackson, TN Metropolitan Statistical Area",4.9,194,"2016"
"Laredo, TX Metropolitan Statistical Area",4.9,194,"2016"
"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",4.9,194,"2016"
"Prescott, AZ Metropolitan Statistical Area",4.9,194,"2016"
"Racine, WI Metropolitan Statistical Area",4.9,194,"2016"
"Syracuse, NY Metropolitan Statistical Area",4.9,194,"2016"
"Toledo, OH Metropolitan Statistical Area",4.9,194,"2016"
"Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA",5,205,"2016"
"Glens Falls, NY Metropolitan Statistical Area",5,205,"2016"
"Lima, OH Metropolitan Statistical Area",5,205,"2016"
"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",5,205,"2016"
"Niles-Benton Harbor, MI Metropolitan Statistical Area",5,205,"2016"
"Reading, PA Metropolitan Statistical Area",5,205,"2016"
"Salem, OR Metropolitan Statistical Area",5,205,"2016"
"Tucson, AZ Metropolitan Statistical Area",5,205,"2016"
"Tulsa, OK Metropolitan Statistical Area",5,205,"2016"
"Utica-Rome, NY Metropolitan Statistical Area",5,205,"2016"
"Akron, OH Metropolitan Statistical Area",5.1,215,"2016"
"Athens-Clarke County, GA Metropolitan Statistical Area",5.1,215,"2016"
"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",5.1,215,"2016"
"Bloomington, IL Metropolitan Statistical Area",5.1,215,"2016"
"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area",5.1,215,"2016"
"Champaign-Urbana, IL Metropolitan Statistical Area",5.1,215,"2016"
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",5.1,215,"2016"
"Eugene, OR Metropolitan Statistical Area",5.1,215,"2016"
"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",5.1,215,"2016"
"Muncie, IN Metropolitan Statistical Area",5.1,215,"2016"
"New Haven, CT Metropolitan NECTA",5.1,215,"2016"
"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",5.1,215,"2016"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",5.1,215,"2016"
"Providence-Warwick, RI-MA Metropolitan NECTA",5.1,215,"2016"
"Reno, NV Metropolitan Statistical Area",5.1,215,"2016"
"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",5.1,215,"2016"
"Savannah, GA Metropolitan Statistical Area",5.1,215,"2016"
"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",5.2,232,"2016"
"Auburn-Opelika, AL Metropolitan Statistical Area",5.2,232,"2016"
"Baton Rouge, LA Metropolitan Statistical Area",5.2,232,"2016"
"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",5.2,232,"2016"
"Greensboro-High Point, NC Metropolitan Statistical Area",5.2,232,"2016"
"Hartford-West Hartford-East Hartford, CT Metropolitan NECTA",5.2,232,"2016"
"Huntsville, AL Metropolitan Statistical Area",5.2,232,"2016"
"Johnson City, TN Metropolitan Statistical Area",5.2,232,"2016"
"Memphis, TN-MS-AR Metropolitan Statistical Area",5.2,232,"2016"
"Morristown, TN Metropolitan Statistical Area",5.2,232,"2016"
"New Bern, NC Metropolitan Statistical Area",5.2,232,"2016"
"Norwich-New London-Westerly, CT-RI Metropolitan NECTA",5.2,232,"2016"
"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",5.2,232,"2016"
"Springfield, OH Metropolitan Statistical Area",5.2,232,"2016"
"Altoona, PA Metropolitan Statistical Area",5.3,246,"2016"
"Bloomsburg-Berwick, PA Metropolitan Statistical Area",5.3,246,"2016"
"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",5.3,246,"2016"
"Grand Junction, CO Metropolitan Statistical Area",5.3,246,"2016"
"Hattiesburg, MS Metropolitan Statistical Area",5.3,246,"2016"
"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",5.3,246,"2016"
"Punta Gorda, FL Metropolitan Statistical Area",5.3,246,"2016"
"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",5.3,246,"2016"
"Saginaw, MI Metropolitan Statistical Area",5.3,246,"2016"
"Santa Fe, NM Metropolitan Statistical Area",5.3,246,"2016"
"Valdosta, GA Metropolitan Statistical Area",5.3,246,"2016"
"Bay City, MI Metropolitan Statistical Area",5.4,257,"2016"
"Binghamton, NY Metropolitan Statistical Area",5.4,257,"2016"
"Clarksville, TN-KY Metropolitan Statistical Area",5.4,257,"2016"
"Cleveland-Elyria, OH Metropolitan Statistical Area",5.4,257,"2016"
"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",5.4,257,"2016"
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",5.4,257,"2016"
"Pine Bluff, AR Metropolitan Statistical Area",5.4,257,"2016"
"Port St. Lucie, FL Metropolitan Statistical Area",5.4,257,"2016"
"Terre Haute, IN Metropolitan Statistical Area",5.4,257,"2016"
"Victoria, TX Metropolitan Statistical Area",5.4,257,"2016"
"Walla Walla, WA Metropolitan Statistical Area",5.4,257,"2016"
"Birmingham-Hoover, AL Metropolitan Statistical Area",5.5,268,"2016"
"Bremerton-Silverdale, WA Metropolitan Statistical Area",5.5,268,"2016"
"Brunswick, GA Metropolitan Statistical Area",5.5,268,"2016"
"Canton-Massillon, OH Metropolitan Statistical Area",5.5,268,"2016"
"Florence, SC Metropolitan Statistical Area",5.5,268,"2016"
"Jacksonville, NC Metropolitan Statistical Area",5.5,268,"2016"
"Lakeland-Winter Haven, FL Metropolitan Statistical Area",5.5,268,"2016"
"Mansfield, OH Metropolitan Statistical Area",5.5,268,"2016"
"Montgomery, AL Metropolitan Statistical Area",5.5,268,"2016"
"Muskegon, MI Metropolitan Statistical Area",5.5,268,"2016"
"New Orleans-Metairie, LA Metropolitan Statistical Area",5.5,268,"2016"
"Vallejo-Fairfield, CA Metropolitan Statistical Area",5.5,268,"2016"
"Duluth, MN-WI Metropolitan Statistical Area",5.6,280,"2016"
"Flint, MI Metropolitan Statistical Area",5.6,280,"2016"
"Greenville, NC Metropolitan Statistical Area",5.6,280,"2016"
"Olympia-Tumwater, WA Metropolitan Statistical Area",5.6,280,"2016"
"Pittsburgh, PA Metropolitan Statistical Area",5.6,280,"2016"
"Warner Robins, GA Metropolitan Statistical Area",5.6,280,"2016"
"Albany, OR Metropolitan Statistical Area",5.7,286,"2016"
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",5.7,286,"2016"
"Carbondale-Marion, IL Metropolitan Statistical Area",5.7,286,"2016"
"Elmira, NY Metropolitan Statistical Area",5.7,286,"2016"
"Hinesville, GA Metropolitan Statistical Area",5.7,286,"2016"
"Medford, OR Metropolitan Statistical Area",5.7,286,"2016"
"Bellingham, WA Metropolitan Statistical Area",5.8,292,"2016"
"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",5.8,292,"2016"
"Decatur, AL Metropolitan Statistical Area",5.8,292,"2016"
"Goldsboro, NC Metropolitan Statistical Area",5.8,292,"2016"
"Macon-Bibb County, GA Metropolitan Statistical Area",5.8,292,"2016"
"New Bedford, MA Metropolitan NECTA",5.8,292,"2016"
"Ocala, FL Metropolitan Statistical Area",5.8,292,"2016"
"Salisbury, MD-DE Metropolitan Statistical Area",5.8,292,"2016"
"Sumter, SC Metropolitan Statistical Area",5.8,292,"2016"
"Tuscaloosa, AL Metropolitan Statistical Area",5.8,292,"2016"
"Charleston, WV Metropolitan Statistical Area",5.9,302,"2016"
"Corpus Christi, TX Metropolitan Statistical Area",5.9,302,"2016"
"Dothan, AL Metropolitan Statistical Area",5.9,302,"2016"
"Fairbanks, AK Metropolitan Statistical Area",5.9,302,"2016"
"Gadsden, AL Metropolitan Statistical Area",5.9,302,"2016"
"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",5.9,302,"2016"
"Michigan City-La Porte, IN Metropolitan Statistical Area",5.9,302,"2016"
"Parkersburg-Vienna, WV Metropolitan Statistical Area",5.9,302,"2016"
"Flagstaff, AZ Metropolitan Statistical Area",6,310,"2016"
"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",6,310,"2016"
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",6,310,"2016"
"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",6,310,"2016"
"Rome, GA Metropolitan Statistical Area",6,310,"2016"
"Sebastian-Vero Beach, FL Metropolitan Statistical Area",6,310,"2016"
"Wenatchee, WA Metropolitan Statistical Area",6,310,"2016"
"Albuquerque, NM Metropolitan Statistical Area",6.1,317,"2016"
"Carson City, NV Metropolitan Statistical Area",6.1,317,"2016"
"Longview, TX Metropolitan Statistical Area",6.1,317,"2016"
"Monroe, LA Metropolitan Statistical Area",6.1,317,"2016"
"Scranton--Wilkes-Barre--Hazleton, PA Metropolitan Statistical Area",6.1,317,"2016"
"Albany, GA Metropolitan Statistical Area",6.2,322,"2016"
"Alexandria, LA Metropolitan Statistical Area",6.2,322,"2016"
"Anchorage, AK Metropolitan Statistical Area",6.2,322,"2016"
"Cumberland, MD-WV Metropolitan Statistical Area",6.2,322,"2016"
"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",6.2,322,"2016"
"Spokane-Spokane Valley, WA Metropolitan Statistical Area",6.2,322,"2016"
"Watertown-Fort Drum, NY Metropolitan Statistical Area",6.2,322,"2016"
"Columbus, GA-AL Metropolitan Statistical Area",6.3,329,"2016"
"East Stroudsburg, PA Metropolitan Statistical Area",6.3,329,"2016"
"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",6.3,329,"2016"
"Kankakee, IL Metropolitan Statistical Area",6.3,329,"2016"
"Waterbury, CT Metropolitan NECTA",6.3,329,"2016"
"Dalton, GA Metropolitan Statistical Area",6.4,334,"2016"
"Fayetteville, NC Metropolitan Statistical Area",6.4,334,"2016"
"Grants Pass, OR Metropolitan Statistical Area",6.4,334,"2016"
"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",6.4,334,"2016"
"Odessa, TX Metropolitan Statistical Area",6.4,334,"2016"
"Shreveport-Bossier City, LA Metropolitan Statistical Area",6.4,334,"2016"
"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",6.4,334,"2016"
"Erie, PA Metropolitan Statistical Area",6.5,341,"2016"
"Peoria, IL Metropolitan Statistical Area",6.5,341,"2016"
"Rockford, IL Metropolitan Statistical Area",6.5,341,"2016"
"Sebring, FL Metropolitan Statistical Area",6.5,341,"2016"
"Anniston-Oxford-Jacksonville, AL Metropolitan Statistical Area",6.6,345,"2016"
"Chico, CA Metropolitan Statistical Area",6.6,345,"2016"
"Decatur, IL Metropolitan Statistical Area",6.6,345,"2016"
"Florence-Muscle Shoals, AL Metropolitan Statistical Area",6.6,345,"2016"
"Houma-Thibodaux, LA Metropolitan Statistical Area",6.6,345,"2016"
"Kennewick-Richland, WA Metropolitan Statistical Area",6.6,345,"2016"
"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",6.6,345,"2016"
"Mobile, AL Metropolitan Statistical Area",6.6,345,"2016"
"Williamsport, PA Metropolitan Statistical Area",6.6,345,"2016"
"Hammond, LA Metropolitan Statistical Area",6.7,354,"2016"
"Homosassa Springs, FL Metropolitan Statistical Area",6.7,354,"2016"
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",6.8,356,"2016"
"Johnstown, PA Metropolitan Statistical Area",6.8,356,"2016"
"Lafayette, LA Metropolitan Statistical Area",7,358,"2016"
"Redding, CA Metropolitan Statistical Area",7,358,"2016"
"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",7,358,"2016"
"Wheeling, WV-OH Metropolitan Statistical Area",7,358,"2016"
"Casper, WY Metropolitan Statistical Area",7.1,362,"2016"
"Danville, IL Metropolitan Statistical Area",7.1,362,"2016"
"Longview, WA Metropolitan Statistical Area",7.1,362,"2016"
"The Villages, FL Metropolitan Statistical Area",7.1,362,"2016"
"Brownsville-Harlingen, TX Metropolitan Statistical Area",7.2,366,"2016"
"Las Cruces, NM Metropolitan Statistical Area",7.2,366,"2016"
"Beckley, WV Metropolitan Statistical Area",7.3,368,"2016"
"Rocky Mount, NC Metropolitan Statistical Area",7.3,368,"2016"
"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",7.4,370,"2016"
"Vineland-Bridgeton, NJ Metropolitan Statistical Area",7.5,371,"2016"
"Yakima, WA Metropolitan Statistical Area",7.5,371,"2016"
"Salinas, CA Metropolitan Statistical Area",7.7,373,"2016"
"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",7.8,374,"2016"
"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",7.8,374,"2016"
